region_id,region_name,slug,centre,boundary
CH-7211,Bergell,ch_7211,"{""lon"": 9.62643, ""lat"": 46.34117}","{""type"":""Polygon"",""coordinates"":[[[9.679718,46.41047],[9.683679,46.409439],[9.725939,46.388982],[9.736057,46.376112],[9.738137,46.372219],[9.742349,46.350896],[9.733493,46.347423],[9.724366,46.340498],[9.728772,46.332377],[9.720966,46.321973],[9.726819,46.309743],[9.717958,46.300055],[9.715321,46.292219],[9.70322,46.290599],[9.691785,46.292485],[9.68063,46.300034],[9.677269,46.300705],[9.643976,46.285429],[9.619394,46.286628],[9.607415,46.292872],[9.590922,46.292424],[9.582743,46.293635],[9.558671,46.303795],[9.550842,46.301128],[9.545203,46.303135],[9.530962,46.314552],[9.517871,46.32873],[9.512558,46.335745],[9.507364,46.351503],[9.496976,46.363141],[9.491697,46.365999],[9.499708,46.365434],[9.52519,46.367676],[9.540575,46.369697],[9.545753,46.371112],[9.555622,46.379006],[9.570918,46.401438],[9.595758,46.412329],[9.660885,46.414704],[9.679718,46.41047]]]}"
CH-7221,oberes Puschlav,ch_7221,"{""lon"": 10.071391, ""lat"": 46.373896}","{""type"":""Polygon"",""coordinates"":[[[10.056949,46.43953],[10.058906,46.430621],[10.061751,46.428053],[10.079316,46.427734],[10.084285,46.421575],[10.097681,46.421422],[10.102004,46.422612],[10.10828,46.427727],[10.117883,46.426114],[10.12495,46.429982],[10.135354,46.429918],[10.144086,46.425368],[10.14951,46.413241],[10.159711,46.414198],[10.165476,46.408738],[10.166786,46.406063],[10.164123,46.401861],[10.162923,46.385175],[10.158816,46.383712],[10.148542,46.384387],[10.132169,46.377382],[10.128872,46.37195],[10.128012,46.360406],[10.111023,46.349699],[10.108589,46.332474],[10.115594,46.325236],[10.119684,46.314288],[10.098389,46.300957],[10.058055,46.281612],[10.043339,46.269661],[10.032105,46.276895],[9.9984,46.281298],[9.993806,46.293344],[10.000505,46.302021],[9.997415,46.30712],[9.999825,46.313547],[9.984884,46.323243],[9.986913,46.331672],[9.995807,46.342987],[9.99625,46.350537],[9.985845,46.352218],[9.96942,46.361276],[9.957764,46.371715],[9.957357,46.37764],[9.96881,46.378579],[10.038351,46.429764],[10.042268,46.43316],[10.044405,46.442671],[10.056949,46.43953]]]}"
CH-7222,unteres Puschlav,ch_7222,"{""lon"": 10.121665, ""lat"": 46.264116}","{""type"":""Polygon"",""coordinates"":[[[10.129181,46.30836],[10.139052,46.305042],[10.141491,46.300921],[10.154685,46.291945],[10.156394,46.285718],[10.162793,46.280037],[10.166887,46.271134],[10.173836,46.266286],[10.178667,46.257282],[10.163206,46.247118],[10.162046,46.246355],[10.152951,46.240373],[10.147013,46.231022],[10.140684,46.227424],[10.126507,46.2243],[10.093666,46.226722],[10.083133,46.223857],[10.075191,46.21739],[10.049055,46.228909],[10.060215,46.246773],[10.057986,46.265163],[10.043339,46.269661],[10.058055,46.281612],[10.098389,46.300957],[10.119684,46.314288],[10.129181,46.30836]]]}"
CH-7231,Münstertal,ch_7231,"{""lon"": 10.367858, ""lat"": 46.583391}","{""type"":""Polygon"",""coordinates"":[[[10.401333,46.638244],[10.426499,46.637222],[10.4465,46.640854],[10.462026,46.633877],[10.494136,46.613116],[10.489101,46.604688],[10.490857,46.59822],[10.490075,46.586022],[10.479159,46.566587],[10.478747,46.558237],[10.481258,46.550931],[10.472875,46.541104],[10.465087,46.539155],[10.452453,46.532113],[10.43798,46.537162],[10.423475,46.548878],[10.416573,46.551046],[10.412541,46.550715],[10.403377,46.544977],[10.399696,46.544288],[10.37255,46.554597],[10.35249,46.555319],[10.350565,46.554082],[10.34946,46.547143],[10.339827,46.541368],[10.328039,46.551131],[10.310686,46.547476],[10.298758,46.549649],[10.295034,46.559078],[10.283893,46.570164],[10.278714,46.573058],[10.268656,46.577002],[10.254098,46.57151],[10.243962,46.576818],[10.241283,46.586316],[10.243285,46.593431],[10.259307,46.609317],[10.267172,46.610191],[10.282316,46.619559],[10.285222,46.635331],[10.2917,46.644562],[10.299183,46.650567],[10.31387,46.658935],[10.318475,46.660306],[10.401333,46.638244]]]}"
CH-8111,Genferseegebiet,ch_8111,"{""lon"": 6.170739, ""lat"": 46.477325}","{""type"":""Polygon"",""coordinates"":[[[6.331793,46.554796],[6.265344,46.489325],[6.271063,46.482395],[6.259802,46.45776],[6.210113,46.41235],[6.159414,46.376985],[6.149756,46.377669],[6.130282,46.39246],[6.094803,46.409825],[6.06459,46.415399],[6.060353,46.417378],[6.071546,46.431299],[6.082543,46.439406],[6.085571,46.444318],[6.084604,46.446906],[6.074383,46.454168],[6.073049,46.46414],[6.094883,46.471439],[6.099387,46.473772],[6.160772,46.514238],[6.221577,46.559842],[6.240665,46.579587],[6.265614,46.593437],[6.27494,46.597671],[6.280574,46.59909],[6.331793,46.554796]]]}"
CH-8112,Waadtländer Vorland,ch_8112,"{""lon"": 6.311078, ""lat"": 46.654605}","{""type"":""Polygon"",""coordinates"":[[[6.455521,46.762213],[6.453971,46.758903],[6.454521,46.754693],[6.460016,46.74419],[6.461961,46.741961],[6.467362,46.738821],[6.479506,46.735476],[6.497646,46.731692],[6.534969,46.725446],[6.518794,46.717924],[6.48151,46.691712],[6.452845,46.670279],[6.408923,46.630099],[6.331793,46.554796],[6.280574,46.59909],[6.27494,46.597671],[6.265614,46.593437],[6.240665,46.579587],[6.221577,46.559842],[6.160772,46.514238],[6.099387,46.473772],[6.094883,46.471439],[6.073049,46.46414],[6.096781,46.480652],[6.109428,46.506538],[6.115051,46.512563],[6.135035,46.529501],[6.143036,46.528916],[6.151244,46.535393],[6.148816,46.539735],[6.153455,46.54402],[6.153227,46.546124],[6.112861,46.573028],[6.111343,46.576119],[6.158988,46.608021],[6.178796,46.615777],[6.19542,46.629464],[6.21863,46.643213],[6.260857,46.672686],[6.269828,46.683817],[6.2825,46.690939],[6.307862,46.698699],[6.322773,46.705652],[6.338495,46.708246],[6.351068,46.713642],[6.370033,46.723844],[6.370203,46.730485],[6.385962,46.731426],[6.391017,46.737213],[6.390223,46.743402],[6.393933,46.747239],[6.42226,46.752992],[6.432941,46.756546],[6.436177,46.759906],[6.437408,46.766869],[6.451295,46.775123],[6.455407,46.788943],[6.474953,46.791345],[6.455521,46.762213]]]}"
CH-8113,Freiburger Voralpen,ch_8113,"{""lon"": 6.60826, ""lat"": 46.826837}","{""type"":""Polygon"",""coordinates"":[[[6.719593,46.851627],[6.684605,46.829776],[6.638281,46.804123],[6.637637,46.799019],[6.643805,46.791957],[6.638678,46.781607],[6.611082,46.76272],[6.591173,46.75179],[6.582382,46.747673],[6.534969,46.725446],[6.497646,46.731692],[6.479506,46.735476],[6.467362,46.738821],[6.461961,46.741961],[6.460016,46.74419],[6.454521,46.754693],[6.453971,46.758903],[6.455521,46.762213],[6.474953,46.791345],[6.46965,46.800055],[6.469236,46.803481],[6.491151,46.826189],[6.502092,46.835319],[6.546334,46.85616],[6.579791,46.868252],[6.601915,46.873093],[6.611345,46.874291],[6.6145,46.873924],[6.721306,46.930737],[6.721372,46.930772],[6.731182,46.928121],[6.808076,46.956064],[6.824088,46.968121],[6.858977,46.953028],[6.842045,46.935897],[6.761538,46.877786],[6.75204,46.871866],[6.719593,46.851627]]]}"
CH-8114,Berner Voralpen West,ch_8114,"{""lon"": 6.562721, ""lat"": 46.916691}","{""type"":""Polygon"",""coordinates"":[[[6.721372,46.930772],[6.721306,46.930737],[6.6145,46.873924],[6.611345,46.874291],[6.601915,46.873093],[6.579791,46.868252],[6.546334,46.85616],[6.502092,46.835319],[6.491151,46.826189],[6.469236,46.803481],[6.46965,46.800055],[6.474953,46.791345],[6.455407,46.788943],[6.434488,46.800693],[6.429614,46.810622],[6.439163,46.815151],[6.438192,46.822908],[6.440938,46.830204],[6.459514,46.851256],[6.459524,46.851337],[6.464463,46.889806],[6.437917,46.918515],[6.431112,46.92979],[6.455619,46.940132],[6.483253,46.966713],[6.485381,46.967911],[6.495341,46.973519],[6.498667,46.973428],[6.505198,46.967218],[6.508924,46.966901],[6.566113,46.980749],[6.597682,46.992281],[6.614459,46.990457],[6.633671,46.998634],[6.640008,47.002924],[6.649172,47.018951],[6.658452,47.027521],[6.678591,47.035989],[6.694937,47.036873],[6.746411,47.02357],[6.707453,46.997105],[6.705851,46.970449],[6.705459,46.963917],[6.719053,46.935606],[6.720139,46.933343],[6.721372,46.930772]]]}"
CH-8211,Bernese Mittelland West,ch_8211,"{""lon"": 6.876206, ""lat"": 47.035454}","{""type"":""Polygon"",""coordinates"":[[[6.919712,46.997166],[6.894238,46.981074],[6.874174,46.968392],[6.858977,46.953028],[6.824088,46.968121],[6.808076,46.956064],[6.731182,46.928121],[6.721372,46.930772],[6.720139,46.933343],[6.719053,46.935606],[6.705459,46.963917],[6.705851,46.970449],[6.707453,46.997105],[6.746411,47.02357],[6.853012,47.084956],[6.858821,47.0789],[6.860027,47.078548],[6.872518,47.074909],[6.904798,47.082397],[6.922258,47.093696],[6.930364,47.100566],[6.933831,47.107163],[6.936537,47.10866],[6.939318,47.110199],[7.011253,47.135706],[7.028132,47.133343],[7.039122,47.125243],[7.027531,47.111441],[7.011866,47.092774],[6.996331,47.074247],[6.972771,47.041874],[6.960397,47.031457],[6.919712,46.997166]]]}"
CH-8212,Emmental,ch_8212,"{""lon"": 7.07307, ""lat"": 47.088169}","{""type"":""Polygon"",""coordinates"":[[[7.064973,47.046727],[7.025084,47.006989],[6.936506,46.991233],[6.894238,46.981074],[6.919712,46.997166],[6.960397,47.031457],[6.972771,47.041874],[6.996331,47.074247],[7.011866,47.092774],[7.027531,47.111441],[7.039122,47.125243],[7.059755,47.134128],[7.133759,47.155706],[7.13977,47.155063],[7.142059,47.142076],[7.143551,47.1393],[7.167888,47.129586],[7.185073,47.132442],[7.217799,47.145966],[7.269066,47.156631],[7.230746,47.136439],[7.077649,47.053606],[7.064973,47.046727]]]}"
CH-8213,Bernese Mittelland Ost,ch_8213,"{""lon"": 7.078058, ""lat"": 47.146748}","{""type"":""Polygon"",""coordinates"":[[[6.922258,47.093696],[6.904798,47.082397],[6.872518,47.074909],[6.860027,47.078548],[6.858821,47.0789],[6.853012,47.084956],[6.860689,47.100071],[6.886031,47.117434],[6.898591,47.126033],[6.91426,47.135011],[6.953006,47.153091],[6.982018,47.16392],[7.038279,47.191457],[7.056209,47.197934],[7.09441,47.20341],[7.175069,47.212614],[7.225563,47.213809],[7.243589,47.214231],[7.316894,47.220537],[7.397153,47.231349],[7.489076,47.25061],[7.486704,47.213138],[7.372344,47.189914],[7.339528,47.183225],[7.269066,47.156631],[7.217799,47.145966],[7.185073,47.132442],[7.167888,47.129586],[7.143551,47.1393],[7.142059,47.142076],[7.13977,47.155063],[7.133759,47.155706],[7.059755,47.134128],[7.039122,47.125243],[7.028132,47.133343],[7.011253,47.135706],[6.939318,47.110199],[6.936537,47.10866],[6.933831,47.107163],[6.930364,47.100566],[6.922258,47.093696]]]}"
CH-8214,Solothurner Jura,ch_8214,"{""lon"": 7.335899, ""lat"": 47.280835}","{""type"":""Polygon"",""coordinates"":[[[7.175069,47.212614],[7.09441,47.20341],[7.056209,47.197934],[7.038279,47.191457],[7.048371,47.207807],[7.051847,47.210834],[7.060788,47.217523],[7.085457,47.23165],[7.109733,47.233828],[7.1974,47.249426],[7.280142,47.264078],[7.34029,47.297638],[7.344089,47.30029],[7.35126,47.307918],[7.353745,47.310884],[7.354371,47.314833],[7.349932,47.321471],[7.347915,47.327396],[7.355114,47.348703],[7.358966,47.353868],[7.376582,47.375001],[7.382745,47.37946],[7.388269,47.379817],[7.446162,47.376504],[7.491653,47.373881],[7.523432,47.371731],[7.58611,47.337942],[7.577182,47.319408],[7.561056,47.308575],[7.53366,47.294922],[7.508414,47.2916],[7.487612,47.284196],[7.479879,47.279189],[7.475218,47.274798],[7.473196,47.270625],[7.474682,47.257084],[7.477085,47.254468],[7.489076,47.25061],[7.397153,47.231349],[7.316894,47.220537],[7.243589,47.214231],[7.225563,47.213809],[7.175069,47.212614]]]}"
CH-8215,Basler Jura,ch_8215,"{""lon"": 7.601549, ""lat"": 47.299137}","{""type"":""Polygon"",""coordinates"":[[[7.486704,47.213138],[7.489076,47.25061],[7.477085,47.254468],[7.474682,47.257084],[7.473196,47.270625],[7.475218,47.274798],[7.479879,47.279189],[7.487612,47.284196],[7.508414,47.2916],[7.53366,47.294922],[7.561056,47.308575],[7.577182,47.319408],[7.58611,47.337942],[7.643201,47.356793],[7.68869,47.371784],[7.712346,47.372037],[7.722698,47.370726],[7.738852,47.355468],[7.741164,47.351931],[7.768027,47.356355],[7.802954,47.366177],[7.799154,47.310215],[7.706891,47.279436],[7.666982,47.266089],[7.600826,47.243208],[7.553469,47.226793],[7.486704,47.213138]]]}"
CH-8216,Schwarzwald Süd,ch_8216,"{""lon"": 7.95348, ""lat"": 47.374777}","{""type"":""Polygon"",""coordinates"":[[[8.029126,47.41467],[8.044194,47.391292],[8.044242,47.384667],[8.008418,47.329711],[8.004593,47.327941],[7.99226,47.326996],[7.970049,47.334314],[7.902397,47.349786],[7.857671,47.329679],[7.799154,47.310215],[7.802954,47.366177],[7.845946,47.376894],[7.869161,47.378461],[7.961025,47.422111],[7.98561,47.428407],[8.004807,47.430266],[8.01191,47.42972],[8.029126,47.41467]]]}"
CH-8221,Berner Jura,ch_8221,"{""lon"": 6.767289, ""lat"": 47.096387}","{""type"":""Polygon"",""coordinates"":[[[6.88343,47.14319],[6.886031,47.117434],[6.860689,47.100071],[6.853012,47.084956],[6.746411,47.02357],[6.694937,47.036873],[6.715334,47.048919],[6.717043,47.050971],[6.715963,47.052708],[6.685434,47.064776],[6.688664,47.068073],[6.699413,47.07245],[6.702448,47.077423],[6.699081,47.081641],[6.721077,47.088524],[6.724184,47.090912],[6.738935,47.092288],[6.742911,47.100046],[6.738881,47.105875],[6.740177,47.108699],[6.758222,47.117579],[6.77831,47.121756],[6.800831,47.128757],[6.807164,47.133875],[6.815967,47.136725],[6.837348,47.150927],[6.848764,47.156632],[6.88343,47.14319]]]}"
CH-8222,Neuchâteler Jura,ch_8222,"{""lon"": 7.007758, ""lat"": 47.268855}","{""type"":""Polygon"",""coordinates"":[[[7.119802,47.309966],[7.106939,47.305054],[7.102663,47.302667],[7.085457,47.23165],[7.060788,47.217523],[7.051847,47.210834],[7.048371,47.207807],[7.038279,47.191457],[6.982018,47.16392],[6.953006,47.153091],[6.91426,47.135011],[6.898591,47.126033],[6.886031,47.117434],[6.88343,47.14319],[6.848764,47.156632],[6.855255,47.163224],[6.85238,47.164951],[6.841284,47.165853],[6.839391,47.168355],[6.841369,47.171475],[6.870979,47.185235],[6.87465,47.195408],[6.879645,47.200709],[6.906753,47.215587],[6.919278,47.220033],[6.926607,47.22751],[6.937131,47.230683],[6.942397,47.237464],[6.95152,47.241361],[6.951809,47.243246],[6.944097,47.250795],[6.949126,47.262063],[6.949477,47.2698],[6.946266,47.275374],[6.938546,47.282401],[6.939816,47.286665],[6.949905,47.291669],[6.970168,47.292133],[6.977534,47.29521],[6.993227,47.295415],[7.001337,47.299599],[7.007306,47.299421],[7.014673,47.313176],[7.012293,47.324393],[7.046707,47.328268],[7.062991,47.343802],[7.050495,47.346584],[7.052797,47.353713],[7.047627,47.362453],[7.037096,47.362892],[7.031655,47.368436],[7.104509,47.370904],[7.14988,47.378024],[7.165649,47.381834],[7.188069,47.389328],[7.192493,47.390359],[7.196229,47.389425],[7.213581,47.383339],[7.212039,47.374412],[7.202197,47.36142],[7.1735,47.33765],[7.146196,47.318285],[7.138526,47.314124],[7.119802,47.309966]]]}"
CH-8223,Jurabogen,ch_8223,"{""lon"": 7.064898, ""lat"": 47.43802}","{""type"":""Polygon"",""coordinates"":[[[7.026867,47.503571],[7.040624,47.497462],[7.070396,47.493238],[7.075449,47.488706],[7.091827,47.494082],[7.111811,47.495691],[7.129675,47.504087],[7.147228,47.498779],[7.161169,47.491024],[7.179418,47.490178],[7.198376,47.494798],[7.200495,47.490135],[7.193622,47.488912],[7.190187,47.486412],[7.173569,47.444305],[7.192931,47.437311],[7.204741,47.436185],[7.231441,47.440627],[7.247186,47.421868],[7.235299,47.387113],[7.213581,47.383339],[7.196229,47.389425],[7.192493,47.390359],[7.188069,47.389328],[7.165649,47.381834],[7.14988,47.378024],[7.104509,47.370904],[7.031655,47.368436],[7.013466,47.371628],[6.997356,47.362814],[6.969227,47.361611],[6.924439,47.355463],[6.881557,47.352886],[6.879817,47.354797],[6.884722,47.373554],[6.892952,47.378383],[6.905376,47.381379],[6.916399,47.403964],[6.938179,47.406744],[6.941913,47.432642],[6.964289,47.43495],[6.973567,47.448734],[6.992795,47.449027],[6.996095,47.450687],[7.001475,47.461223],[7.001704,47.466339],[7.000163,47.467886],[6.987202,47.470721],[6.985427,47.489596],[6.987588,47.493897],[7.011014,47.502335],[7.021637,47.504087],[7.026867,47.503571]]]}"
CH-8224,Tafeljura,ch_8224,"{""lon"": 7.258244, ""lat"": 47.332178}","{""type"":""Polygon"",""coordinates"":[[[7.109733,47.233828],[7.085457,47.23165],[7.102663,47.302667],[7.106939,47.305054],[7.119802,47.309966],[7.138526,47.314124],[7.146196,47.318285],[7.1735,47.33765],[7.202197,47.36142],[7.212039,47.374412],[7.213581,47.383339],[7.235299,47.387113],[7.250793,47.383793],[7.2727,47.380233],[7.278194,47.38009],[7.299811,47.382944],[7.325636,47.38507],[7.338982,47.384141],[7.351629,47.38111],[7.355276,47.379813],[7.357883,47.377549],[7.360494,47.369465],[7.358966,47.353868],[7.355114,47.348703],[7.347915,47.327396],[7.349932,47.321471],[7.354371,47.314833],[7.353745,47.310884],[7.35126,47.307918],[7.344089,47.30029],[7.34029,47.297638],[7.280142,47.264078],[7.1974,47.249426],[7.109733,47.233828]]]}"
CH-8225,Sundgau,ch_8225,"{""lon"": 7.419337, ""lat"": 47.405396}","{""type"":""Polygon"",""coordinates"":[[[7.58611,47.337942],[7.523432,47.371731],[7.491653,47.373881],[7.446162,47.376504],[7.388269,47.379817],[7.382745,47.37946],[7.376582,47.375001],[7.358966,47.353868],[7.360494,47.369465],[7.357883,47.377549],[7.355276,47.379813],[7.351629,47.38111],[7.338982,47.384141],[7.325636,47.38507],[7.299811,47.382944],[7.278194,47.38009],[7.2727,47.380233],[7.250793,47.383793],[7.235299,47.387113],[7.247186,47.421868],[7.263076,47.425491],[7.281574,47.435697],[7.29638,47.438477],[7.313218,47.438672],[7.334438,47.441238],[7.340197,47.440145],[7.348178,47.436042],[7.367639,47.434948],[7.382407,47.432059],[7.402287,47.436588],[7.418588,47.445984],[7.494415,47.458819],[7.518717,47.461389],[7.530913,47.462116],[7.551123,47.463318],[7.620364,47.448906],[7.661782,47.440262],[7.665482,47.437536],[7.675555,47.421038],[7.68869,47.371784],[7.643201,47.356793],[7.58611,47.337942]]]}"
CH-8226,Oberrhein,ch_8226,"{""lon"": 7.598999, ""lat"": 47.521999}","{""type"":""Polygon"",""coordinates"":[[[7.700985,47.443547],[7.675555,47.421038],[7.665482,47.437536],[7.661782,47.440262],[7.620364,47.448906],[7.551123,47.463318],[7.530913,47.462116],[7.518717,47.461389],[7.494415,47.458819],[7.418588,47.445984],[7.431643,47.458073],[7.444814,47.461995],[7.455116,47.470746],[7.453788,47.473183],[7.425114,47.482775],[7.42516,47.485222],[7.433209,47.495953],[7.437947,47.496513],[7.46045,47.489276],[7.473362,47.48068],[7.485801,47.482004],[7.49676,47.490004],[7.508078,47.495667],[7.509472,47.505212],[7.503061,47.515141],[7.511501,47.518849],[7.522215,47.516197],[7.529985,47.52867],[7.520358,47.534417],[7.510031,47.527683],[7.501942,47.528374],[7.499288,47.530413],[7.497365,47.538495],[7.505813,47.544195],[7.518338,47.546223],[7.551109,47.562368],[7.554565,47.564695],[7.556966,47.572254],[7.564878,47.576923],[7.58379,47.577019],[7.587579,47.591018],[7.603344,47.586358],[7.605195,47.578653],[7.62276,47.576578],[7.639305,47.588286],[7.647566,47.597299],[7.671063,47.59157],[7.686176,47.600395],[7.689948,47.600259],[7.689824,47.59742],[7.67346,47.585803],[7.682169,47.579371],[7.687286,47.572223],[7.685886,47.56966],[7.67516,47.564079],[7.65983,47.563804],[7.648882,47.560416],[7.635646,47.563249],[7.631376,47.559504],[7.6378,47.557058],[7.648051,47.547931],[7.658805,47.543017],[7.667977,47.534541],[7.684369,47.531003],[7.694352,47.53235],[7.698105,47.533463],[7.726464,47.53259],[7.747026,47.528247],[7.784993,47.522778],[7.791283,47.516324],[7.789616,47.503459],[7.768987,47.49494],[7.77895,47.48459],[7.756683,47.49023],[7.736634,47.478191],[7.719555,47.4616],[7.700985,47.443547]]]}"
CH-8227,Hotzenwald,ch_8227,"{""lon"": 7.806, ""lat"": 47.42774}","{""type"":""Polygon"",""coordinates"":[[[7.943685,47.479819],[7.942548,47.46327],[7.947675,47.433217],[7.961025,47.422111],[7.869161,47.378461],[7.845946,47.376894],[7.802954,47.366177],[7.768027,47.356355],[7.741164,47.351931],[7.738852,47.355468],[7.722698,47.370726],[7.712346,47.372037],[7.68869,47.371784],[7.675555,47.421038],[7.700985,47.443547],[7.719555,47.4616],[7.736634,47.478191],[7.756683,47.49023],[7.77895,47.48459],[7.793337,47.487495],[7.850836,47.495956],[7.897013,47.497305],[7.943685,47.479819]]]}"
CH-8228,Klettgau,ch_8228,"{""lon"": 7.890065, ""lat"": 47.542639}","{""type"":""Polygon"",""coordinates"":[[[7.850836,47.495956],[7.793337,47.487495],[7.77895,47.48459],[7.768987,47.49494],[7.789616,47.503459],[7.791283,47.516324],[7.784993,47.522778],[7.747026,47.528247],[7.726464,47.53259],[7.698105,47.533463],[7.719734,47.544778],[7.745153,47.543539],[7.761014,47.548977],[7.788643,47.5548],[7.808576,47.567684],[7.814787,47.582817],[7.821784,47.586447],[7.841397,47.582393],[7.86789,47.587916],[7.882194,47.588016],[7.891196,47.586408],[7.902073,47.580799],[7.908169,47.572989],[7.908764,47.567094],[7.905204,47.557921],[7.909089,47.551037],[7.91699,47.547081],[7.939039,47.544328],[7.943942,47.545333],[7.950899,47.554346],[7.95667,47.55689],[7.977391,47.554468],[7.998388,47.555044],[8.018114,47.549797],[8.040445,47.553241],[8.054666,47.561341],[8.060786,47.563211],[8.067234,47.562818],[8.068582,47.551572],[8.060526,47.532304],[8.035132,47.532438],[8.003515,47.527258],[7.953875,47.49341],[7.943685,47.479819],[7.897013,47.497305],[7.850836,47.495956]]]}"
CH-9111,Schweizer Alpen,ch_9111,"{""lon"": 6.543223, ""lat"": 46.503758}","{""type"":""Polygon"",""coordinates"":[[[6.267005,46.249095],[6.270569,46.248511],[6.280608,46.252255],[6.293123,46.262352],[6.29522,46.261463],[6.296521,46.255209],[6.307177,46.255041],[6.308232,46.243212],[6.288302,46.221524],[6.27553,46.215337],[6.254743,46.210018],[6.242193,46.203577],[6.23288,46.20441],[6.227658,46.203168],[6.215644,46.194658],[6.205914,46.191233],[6.197572,46.184417],[6.185765,46.178223],[6.18941,46.168352],[6.186314,46.164851],[6.176997,46.159454],[6.148814,46.149369],[6.139854,46.142566],[6.133441,46.140062],[6.12775,46.13992],[6.118881,46.142321],[6.098143,46.142398],[6.091182,46.151727],[6.076642,46.14996],[6.052353,46.150703],[6.049684,46.148898],[6.046916,46.142132],[6.036102,46.136007],[6.024247,46.14111],[5.991383,46.144376],[5.984308,46.142763],[5.981595,46.136891],[5.975761,46.132706],[5.959176,46.128023],[5.955588,46.129363],[5.953662,46.131773],[5.964879,46.138353],[5.965484,46.147119],[5.976139,46.160932],[5.979757,46.170254],[5.991736,46.176026],[5.993856,46.181755],[5.992828,46.185838],[5.965213,46.196921],[5.972088,46.202026],[5.970216,46.208497],[5.977018,46.215027],[5.982812,46.21721],[5.996977,46.215555],[6.007794,46.226999],[6.015988,46.231991],[6.024837,46.233328],[6.033176,46.23726],[6.043588,46.233753],[6.061532,46.245049],[6.069805,46.241085],[6.087286,46.246339],[6.104227,46.238189],[6.122482,46.250605],[6.120074,46.260715],[6.103562,46.278325],[6.103078,46.285646],[6.119387,46.298474],[6.119995,46.311395],[6.125527,46.317819],[6.135881,46.329837],[6.137468,46.336874],[6.145993,46.340382],[6.153526,46.345953],[6.157393,46.351189],[6.159385,46.358958],[6.168156,46.365573],[6.159414,46.376985],[6.210113,46.41235],[6.259802,46.45776],[6.271063,46.482395],[6.265344,46.489325],[6.331793,46.554796],[6.408923,46.630099],[6.452845,46.670279],[6.48151,46.691712],[6.518794,46.717924],[6.534969,46.725446],[6.582382,46.747673],[6.591173,46.75179],[6.611082,46.76272],[6.638678,46.781607],[6.643805,46.791957],[6.637637,46.799019],[6.638281,46.804123],[6.684605,46.829776],[6.719593,46.851627],[6.75204,46.871866],[6.761538,46.877786],[6.842045,46.935897],[6.858977,46.953028],[6.874174,46.968392],[6.894238,46.981074],[6.936506,46.991233],[7.025084,47.006989],[7.064973,47.046727],[7.077649,47.053606],[7.230746,47.136439],[7.269066,47.156631],[7.272726,47.15287],[7.278143,47.147805],[7.28584,47.128574],[7.287864,47.112867],[7.238645,47.065964],[7.205292,47.04753],[7.273194,47.032446],[7.245125,47.023469],[7.222794,47.000463],[7.22279,47.000458],[7.216204,46.988965],[7.214841,46.979385],[7.217783,46.975297],[7.221405,46.932141],[7.214612,46.908837],[7.23274,46.906286],[7.224237,46.891774],[7.212785,46.819216],[7.214054,46.81327],[7.260263,46.799323],[7.276545,46.795515],[7.279038,46.793401],[7.296977,46.792972],[7.296791,46.787954],[7.295321,46.78352],[7.287148,46.767104],[7.263055,46.745907],[7.252288,46.743083],[7.24741,46.743846],[7.243824,46.745446],[7.217475,46.758855],[7.198317,46.770074],[7.191813,46.780527],[7.131159,46.78556],[7.117299,46.780415],[7.109344,46.775888],[7.088047,46.755519],[7.080637,46.745371],[7.081965,46.742018],[7.103438,46.729263],[7.106245,46.726677],[7.103715,46.721511],[7.045194,46.679631],[7.005568,46.651219],[7.000924,46.647886],[6.964283,46.623777],[6.951094,46.596894],[6.968836,46.575964],[6.969052,46.565941],[6.957407,46.547726],[6.902695,46.533902],[6.874568,46.511414],[6.866645,46.502582],[6.831382,46.467084],[6.819985,46.424796],[6.816113,46.427106],[6.770741,46.435861],[6.573561,46.443393],[6.479445,46.433628],[6.384601,46.413939],[6.303673,46.382672],[6.259681,46.357765],[6.245527,46.345453],[6.242354,46.342691],[6.240425,46.341012],[6.223272,46.314717],[6.224003,46.311735],[6.245078,46.30396],[6.252817,46.289972],[6.242828,46.284829],[6.237166,46.277779],[6.250594,46.262389],[6.267005,46.249095]]]}"
