region_id,region_name,slug,centre,boundary
CH-4121,Conthey - Nendaz bas,ch_4121,"{""lon"": 7.465471, ""lat"": 46.310515}","{""type"":""Polygon"",""coordinates"":[[[7.542214,46.28201],[7.534321,46.281053],[7.530542,46.280434],[7.496676,46.274244],[7.492977,46.273423],[7.489299,46.272548],[7.485634,46.27164],[7.463678,46.266085],[7.459813,46.265008],[7.383057,46.243572],[7.37973,46.242171],[7.376636,46.240513],[7.374463,46.238309],[7.372601,46.235921],[7.370838,46.233506],[7.369172,46.231087],[7.367657,46.226981],[7.353082,46.249527],[7.342449,46.266833],[7.339019,46.275435],[7.348521,46.288001],[7.357383,46.311626],[7.359473,46.319017],[7.359231,46.343772],[7.358559,46.352493],[7.384112,46.367372],[7.395753,46.372535],[7.41816,46.379426],[7.433701,46.383345],[7.439595,46.383768],[7.468671,46.378265],[7.482225,46.374287],[7.486266,46.371724],[7.49736,46.370091],[7.536743,46.376425],[7.562502,46.381701],[7.573243,46.383992],[7.579234,46.384326],[7.579598,46.383254],[7.588313,46.357623],[7.589879,46.353014],[7.590972,46.349798],[7.598441,46.316997],[7.599684,46.311535],[7.593201,46.308207],[7.552802,46.287454],[7.542893,46.282359],[7.542214,46.28201]]]}"
CH-4122,Val d'Hérens,ch_4122,"{""lon"": 7.447904, ""lat"": 46.194894}","{""type"":""Polygon"",""coordinates"":[[[7.518126,46.144247],[7.550724,46.10774],[7.542619,46.100485],[7.532876,46.093948],[7.511112,46.083403],[7.505292,46.081319],[7.424872,46.06969],[7.353826,46.060642],[7.363617,46.08384],[7.360237,46.104115],[7.355345,46.118227],[7.366576,46.163098],[7.3835,46.193069],[7.385447,46.208469],[7.368019,46.226421],[7.367657,46.226981],[7.369172,46.231087],[7.370838,46.233506],[7.372601,46.235921],[7.374463,46.238309],[7.376636,46.240513],[7.37973,46.242171],[7.383057,46.243572],[7.459813,46.265008],[7.463678,46.266085],[7.485634,46.27164],[7.489299,46.272548],[7.492977,46.273423],[7.496676,46.274244],[7.530542,46.280434],[7.534321,46.281053],[7.542214,46.28201],[7.542893,46.282359],[7.533199,46.223636],[7.518825,46.168712],[7.518126,46.144247]]]}"
CH-4123,Arolla,ch_4123,"{""lon"": 7.482457, ""lat"": 46.013611}","{""type"":""Polygon"",""coordinates"":[[[7.612822,46.033883],[7.574599,45.985262],[7.570286,45.986209],[7.545392,45.979067],[7.542651,45.974013],[7.547227,45.962997],[7.54581,45.959152],[7.541286,45.955464],[7.528221,45.954971],[7.517839,45.959958],[7.506559,45.961217],[7.496566,45.956091],[7.47463,45.976382],[7.456816,45.988014],[7.421058,45.993352],[7.415779,45.992813],[7.41138,45.990825],[7.403235,45.994318],[7.372895,46.015665],[7.370363,46.018599],[7.357589,46.044816],[7.354941,46.051219],[7.354076,46.056546],[7.353826,46.060642],[7.424872,46.06969],[7.505292,46.081319],[7.511112,46.083403],[7.532876,46.093948],[7.542619,46.100485],[7.550724,46.10774],[7.612822,46.033883]]]}"
CH-4124,Val d'Anniviers,ch_4124,"{""lon"": 7.626284, ""lat"": 46.212099}","{""type"":""Polygon"",""coordinates"":[[[7.661897,46.197119],[7.65859,46.19213],[7.65789,46.184558],[7.667675,46.148533],[7.675035,46.133472],[7.689299,46.120138],[7.710925,46.110614],[7.716033,46.099964],[7.550724,46.10774],[7.518126,46.144247],[7.518825,46.168712],[7.533199,46.223636],[7.542893,46.282359],[7.552802,46.287454],[7.593201,46.308207],[7.599684,46.311535],[7.622465,46.314434],[7.646711,46.311841],[7.651729,46.296442],[7.656197,46.271454],[7.659127,46.236704],[7.659606,46.229864],[7.661897,46.197119]]]}"
CH-4125,Mountet,ch_4125,"{""lon"": 7.661951, ""lat"": 46.064541}","{""type"":""Polygon"",""coordinates"":[[[7.716033,46.099964],[7.69149,46.064959],[7.690991,46.064247],[7.677153,46.043112],[7.67048,46.039491],[7.631829,46.027513],[7.612822,46.033883],[7.550724,46.10774],[7.716033,46.099964]]]}"
CH-4211,Anniviers - Tourtemagne,ch_4211,"{""lon"": 7.72959, ""lat"": 46.40312}","{""type"":""Polygon"",""coordinates"":[[[7.703179,46.363344],[7.679632,46.364874],[7.676079,46.365067],[7.660369,46.36592],[7.649697,46.366761],[7.637053,46.369148],[7.62801,46.371244],[7.621227,46.373665],[7.613332,46.376933],[7.604939,46.380176],[7.595076,46.382683],[7.585548,46.384112],[7.579234,46.384326],[7.573243,46.383992],[7.562502,46.381701],[7.553443,46.412063],[7.585423,46.414059],[7.60478,46.415145],[7.657557,46.412288],[7.706734,46.415188],[7.740156,46.424769],[7.820324,46.46485],[7.837771,46.475343],[7.840724,46.478056],[7.930778,46.497507],[7.960043,46.475485],[7.962603,46.473498],[7.964144,46.470255],[7.963084,46.467246],[7.9423,46.448495],[7.89339,46.417905],[7.816311,46.382703],[7.798182,46.37568],[7.795641,46.373706],[7.786274,46.362783],[7.762512,46.362051],[7.740932,46.362359],[7.718612,46.362943],[7.703179,46.363344]]]}"
CH-4212,Turtmanntal,ch_4212,"{""lon"": 7.692042, ""lat"": 46.213805}","{""type"":""Polygon"",""coordinates"":[[[7.745446,46.307693],[7.749893,46.245404],[7.745146,46.224624],[7.738798,46.196813],[7.737355,46.133395],[7.710925,46.110614],[7.689299,46.120138],[7.675035,46.133472],[7.667675,46.148533],[7.65789,46.184558],[7.65859,46.19213],[7.661897,46.197119],[7.659606,46.229864],[7.659127,46.236704],[7.656197,46.271454],[7.651729,46.296442],[7.646711,46.311841],[7.745446,46.307693]]]}"
CH-4213,Baltschieder - Lötschberg,ch_4213,"{""lon"": 8.010601, ""lat"": 46.466049}","{""type"":""Polygon"",""coordinates"":[[[7.904373,46.376512],[7.841712,46.365529],[7.786274,46.362783],[7.795641,46.373706],[7.798182,46.37568],[7.816311,46.382703],[7.89339,46.417905],[7.9423,46.448495],[7.963084,46.467246],[7.964144,46.470255],[7.962603,46.473498],[7.960043,46.475485],[7.930778,46.497507],[7.99779,46.558066],[8.01521,46.56318],[8.027208,46.562774],[8.050823,46.558557],[8.059599,46.556945],[8.113657,46.546997],[8.118085,46.544711],[8.126701,46.537143],[8.147563,46.532336],[8.157845,46.531283],[8.173758,46.531013],[8.18351,46.521268],[8.18313,46.507291],[8.168334,46.499006],[8.165793,46.496295],[8.164941,46.495822],[8.116675,46.468983],[8.106951,46.463875],[8.074744,46.446944],[8.047716,46.432719],[7.990643,46.405877],[7.983742,46.403188],[7.947821,46.389178],[7.914023,46.379327],[7.913958,46.379309],[7.904373,46.376512]]]}"
CH-4214,Riederalp,ch_4214,"{""lon"": 8.02037, ""lat"": 46.389071}","{""type"":""Polygon"",""coordinates"":[[[7.870648,46.301991],[7.745446,46.307693],[7.749689,46.319198],[7.751942,46.322704],[7.786274,46.362783],[7.841712,46.365529],[7.904373,46.376512],[7.913958,46.379309],[7.914023,46.379327],[7.947821,46.389178],[7.983742,46.403188],[7.990643,46.405877],[8.047716,46.432719],[8.074744,46.446944],[8.106951,46.463875],[8.116675,46.468983],[8.164941,46.495822],[8.165793,46.496295],[8.160153,46.485165],[8.154312,46.463997],[8.156161,46.460031],[8.15991,46.456385],[8.163563,46.450859],[8.167435,46.435277],[8.166143,46.431193],[8.163038,46.426644],[8.14161,46.403687],[8.141532,46.403642],[8.137364,46.401269],[8.134856,46.398481],[8.105777,46.377737],[8.09088,46.377632],[8.076221,46.372635],[8.06923,46.368739],[8.054363,46.360453],[8.015206,46.334014],[7.980037,46.319309],[7.931132,46.300137],[7.927231,46.299299],[7.913083,46.297935],[7.898566,46.296533],[7.870648,46.301991]]]}"
CH-4215,Leuk,ch_4215,"{""lon"": 7.656907, ""lat"": 46.353592}","{""type"":""Polygon"",""coordinates"":[[[7.745446,46.307693],[7.646711,46.311841],[7.622465,46.314434],[7.599684,46.311535],[7.598441,46.316997],[7.590972,46.349798],[7.589879,46.353014],[7.588313,46.357623],[7.579598,46.383254],[7.579234,46.384326],[7.585548,46.384112],[7.595076,46.382683],[7.604939,46.380176],[7.613332,46.376933],[7.621227,46.373665],[7.62801,46.371244],[7.637053,46.369148],[7.649697,46.366761],[7.660369,46.36592],[7.676079,46.365067],[7.679632,46.364874],[7.703179,46.363344],[7.718612,46.362943],[7.740932,46.362359],[7.762512,46.362051],[7.786274,46.362783],[7.751942,46.322704],[7.749689,46.319198],[7.745446,46.307693]]]}"
CH-4221,untere Vispertäler,ch_4221,"{""lon"": 7.854947, ""lat"": 46.199912}","{""type"":""Polygon"",""coordinates"":[[[7.994749,46.183389],[7.994593,46.179402],[7.95373,46.172847],[7.91867,46.156401],[7.889328,46.148962],[7.848927,46.12961],[7.828016,46.12081],[7.81193,46.116494],[7.76705,46.107608],[7.724204,46.10061],[7.716033,46.099964],[7.710925,46.110614],[7.737355,46.133395],[7.738798,46.196813],[7.745146,46.224624],[7.749893,46.245404],[7.745446,46.307693],[7.870648,46.301991],[7.898566,46.296533],[7.913083,46.297935],[7.927231,46.299299],[7.931132,46.300137],[7.980037,46.319309],[7.983445,46.264576],[7.994749,46.183389]]]}"
CH-4222,Zermatt,ch_4222,"{""lon"": 7.744375, ""lat"": 46.043658}","{""type"":""Polygon"",""coordinates"":[[[7.836432,46.002305],[7.786135,45.987542],[7.734171,45.979396],[7.662067,45.974244],[7.657459,45.974314],[7.639276,45.968389],[7.616957,45.96936],[7.607682,45.967531],[7.585762,45.971626],[7.574599,45.985262],[7.612822,46.033883],[7.631829,46.027513],[7.67048,46.039491],[7.677153,46.043112],[7.690991,46.064247],[7.69149,46.064959],[7.716033,46.099964],[7.724204,46.10061],[7.76705,46.107608],[7.81193,46.116494],[7.828016,46.12081],[7.848927,46.12961],[7.889328,46.148962],[7.885851,46.143609],[7.859631,46.093966],[7.857492,46.084616],[7.865888,46.063302],[7.88446,46.023521],[7.880693,46.021189],[7.836432,46.002305]]]}"
CH-4223,Saas Fee,ch_4223,"{""lon"": 7.938182, ""lat"": 46.105087}","{""type"":""Polygon"",""coordinates"":[[[8.017874,46.133601],[8.018279,46.132803],[7.994915,46.11516],[7.97805,46.091678],[7.968531,46.076187],[7.95786,46.067004],[7.939643,46.051316],[7.884604,46.023594],[7.88446,46.023521],[7.865888,46.063302],[7.857492,46.084616],[7.859631,46.093966],[7.885851,46.143609],[7.889328,46.148962],[7.91867,46.156401],[7.95373,46.172847],[7.994593,46.179402],[8.017874,46.133601]]]}"
CH-4224,Monte Rosa,ch_4224,"{""lon"": 7.803041, ""lat"": 45.950397}","{""type"":""Polygon"",""coordinates"":[[[7.909349,45.994722],[7.899673,45.984348],[7.880836,45.972407],[7.880233,45.961694],[7.870154,45.93757],[7.877185,45.925786],[7.864562,45.916305],[7.857592,45.919739],[7.848512,45.919299],[7.831057,45.924289],[7.823472,45.924617],[7.81711,45.923487],[7.805854,45.9162],[7.801598,45.915829],[7.796223,45.917851],[7.785333,45.926531],[7.772246,45.933328],[7.761509,45.937081],[7.75225,45.938327],[7.745929,45.937349],[7.735401,45.923496],[7.719738,45.923234],[7.709072,45.933473],[7.708214,45.949668],[7.680732,45.956659],[7.673207,45.966879],[7.662067,45.974244],[7.734171,45.979396],[7.786135,45.987542],[7.836432,46.002305],[7.880693,46.021189],[7.88446,46.023521],[7.909349,45.994722]]]}"
CH-4225,Mattmark,ch_4225,"{""lon"": 7.990064, ""lat"": 46.051801}","{""type"":""Polygon"",""coordinates"":[[[8.036079,46.097728],[8.032221,46.088112],[8.023607,46.075174],[8.025966,46.069203],[8.025018,46.063575],[8.031998,46.050845],[8.032174,46.044124],[8.022786,46.037553],[8.015857,46.030069],[8.013803,46.01282],[8.002804,46.010229],[7.988408,45.994881],[7.975452,45.999192],[7.963581,45.996011],[7.909349,45.994722],[7.88446,46.023521],[7.884604,46.023594],[7.939643,46.051316],[7.95786,46.067004],[7.968531,46.076187],[7.97805,46.091678],[7.994915,46.11516],[8.018279,46.132803],[8.036079,46.097728]]]}"
CH-4231,nördliches Simplon Gebiet,ch_4231,"{""lon"": 8.081732, ""lat"": 46.296451}","{""type"":""Polygon"",""coordinates"":[[[8.139255,46.301275],[8.132303,46.296544],[8.123451,46.293262],[8.116064,46.283731],[8.107443,46.279274],[8.096504,46.269722],[8.080705,46.262289],[8.080857,46.259934],[8.087645,46.253975],[8.099279,46.25321],[8.103833,46.249387],[8.081189,46.240231],[8.068177,46.238437],[8.061817,46.238297],[8.057962,46.238606],[7.996476,46.256698],[7.983445,46.264576],[7.980037,46.319309],[8.015206,46.334014],[8.054363,46.360453],[8.06923,46.368739],[8.076221,46.372635],[8.09088,46.377632],[8.105777,46.377737],[8.123436,46.359385],[8.099834,46.33698],[8.117846,46.313029],[8.139255,46.301275]]]}"
CH-4232,südliches Simplon Gebiet,ch_4232,"{""lon"": 8.08879, ""lat"": 46.185333}","{""type"":""Polygon"",""coordinates"":[[[7.996476,46.256698],[8.057962,46.238606],[8.061817,46.238297],[8.068177,46.238437],[8.081189,46.240231],[8.103833,46.249387],[8.110199,46.248324],[8.113394,46.238127],[8.121613,46.233777],[8.126824,46.228467],[8.140562,46.223689],[8.154805,46.192044],[8.165969,46.178035],[8.159695,46.172302],[8.152937,46.161788],[8.151291,46.154239],[8.153357,46.144362],[8.142218,46.137539],[8.129167,46.135183],[8.121189,46.131876],[8.114997,46.126398],[8.112683,46.115132],[8.098242,46.108279],[8.072404,46.105897],[8.036079,46.097728],[8.018279,46.132803],[8.017874,46.133601],[7.994593,46.179402],[7.994749,46.183389],[7.983445,46.264576],[7.996476,46.256698]]]}"
CH-4241,Reckingen,ch_4241,"{""lon"": 8.178591, ""lat"": 46.45927}","{""type"":""Polygon"",""coordinates"":[[[8.239786,46.468714],[8.240173,46.463244],[8.188128,46.431823],[8.14161,46.403687],[8.163038,46.426644],[8.166143,46.431193],[8.167435,46.435277],[8.163563,46.450859],[8.15991,46.456385],[8.156161,46.460031],[8.154312,46.463997],[8.160153,46.485165],[8.165793,46.496295],[8.168334,46.499006],[8.18313,46.507291],[8.239786,46.468714]]]}"
CH-4242,Binntal,ch_4242,"{""lon"": 8.231798, ""lat"": 46.385739}","{""type"":""Polygon"",""coordinates"":[[[8.295039,46.406867],[8.309182,46.403854],[8.31299,46.401748],[8.316897,46.390002],[8.316541,46.382837],[8.313589,46.377338],[8.294189,46.369571],[8.286355,46.36404],[8.269259,46.364776],[8.263613,46.363149],[8.260754,46.358694],[8.262862,46.345765],[8.251349,46.345892],[8.248335,46.339904],[8.232593,46.338918],[8.221259,46.328767],[8.212782,46.308684],[8.180662,46.297355],[8.165456,46.294556],[8.139255,46.301275],[8.117846,46.313029],[8.099834,46.33698],[8.123436,46.359385],[8.105777,46.377737],[8.134856,46.398481],[8.137364,46.401269],[8.141532,46.403642],[8.14161,46.403687],[8.188128,46.431823],[8.240173,46.463244],[8.243856,46.461599],[8.250552,46.456005],[8.252789,46.45205],[8.253526,46.436858],[8.252736,46.432543],[8.249465,46.428749],[8.248583,46.425142],[8.249421,46.422579],[8.249544,46.422202],[8.252172,46.418848],[8.256431,46.416226],[8.267957,46.41114],[8.293517,46.408428],[8.295039,46.406867]]]}"
CH-4243,oberes Goms,ch_4243,"{""lon"": 8.336075, ""lat"": 46.566376}","{""type"":""Polygon"",""coordinates"":[[[8.422143,46.628527],[8.413812,46.575494],[8.426884,46.546679],[8.400204,46.552119],[8.35365,46.540385],[8.26096,46.48407],[8.239786,46.468714],[8.18313,46.507291],[8.18351,46.521268],[8.238406,46.52651],[8.25404,46.528983],[8.282185,46.537622],[8.34383,46.563632],[8.362488,46.579475],[8.366647,46.584243],[8.361935,46.584996],[8.361147,46.588005],[8.362411,46.600214],[8.368683,46.626677],[8.37429,46.631819],[8.411368,46.655017],[8.422143,46.628527]]]}"
CH-4244,südliches Obergoms,ch_4244,"{""lon"": 8.326305, ""lat"": 46.465397}","{""type"":""Polygon"",""coordinates"":[[[8.426884,46.546679],[8.475366,46.526625],[8.465523,46.508466],[8.448851,46.497565],[8.416856,46.492345],[8.405332,46.492441],[8.393507,46.487047],[8.388778,46.47596],[8.386567,46.467369],[8.392687,46.451241],[8.36751,46.450042],[8.324712,46.425272],[8.30698,46.424085],[8.293517,46.408428],[8.267957,46.41114],[8.256431,46.416226],[8.252172,46.418848],[8.249544,46.422202],[8.249421,46.422579],[8.248583,46.425142],[8.249465,46.428749],[8.252736,46.432543],[8.253526,46.436858],[8.252789,46.45205],[8.250552,46.456005],[8.243856,46.461599],[8.240173,46.463244],[8.239786,46.468714],[8.26096,46.48407],[8.35365,46.540385],[8.400204,46.552119],[8.426884,46.546679]]]}"
CH-5111,nördliches Prättigau,ch_5111,"{""lon"": 9.778348, ""lat"": 46.971807}","{""type"":""Polygon"",""coordinates"":[[[9.947384,46.91239],[9.95922,46.913907],[9.972627,46.913537],[9.98743,46.903412],[9.995871,46.901376],[10.003278,46.89757],[9.967909,46.879229],[9.947208,46.885004],[9.941521,46.883191],[9.938353,46.879272],[9.937695,46.862403],[9.924065,46.863028],[9.914574,46.864579],[9.893731,46.869517],[9.88414,46.874211],[9.858094,46.891227],[9.833725,46.901782],[9.808848,46.911116],[9.791413,46.914486],[9.784817,46.915761],[9.768766,46.915965],[9.752992,46.920056],[9.727954,46.928165],[9.705612,46.946198],[9.700263,46.957582],[9.692711,46.968392],[9.682768,46.97284],[9.659507,46.9782],[9.652027,46.979102],[9.634861,46.979302],[9.621933,46.979316],[9.614606,46.978542],[9.553557,46.972416],[9.523057,46.996398],[9.509286,47.009187],[9.475015,47.054983],[9.481109,47.054836],[9.487278,47.049427],[9.494019,47.054575],[9.539621,47.064378],[9.554246,47.050092],[9.558337,47.048371],[9.608278,47.06199],[9.615446,47.057117],[9.633903,47.050947],[9.649387,47.059521],[9.666155,47.059647],[9.680394,47.062449],[9.708962,47.048898],[9.739704,47.044328],[9.752455,47.038276],[9.767218,47.039539],[9.784256,47.038107],[9.798458,47.031552],[9.808063,47.024939],[9.820338,47.021133],[9.832604,47.014004],[9.846954,47.01538],[9.862508,47.022007],[9.876014,47.019157],[9.877192,47.017683],[9.874111,47.012722],[9.874093,47.006427],[9.88942,46.999139],[9.891755,46.996307],[9.883705,46.97332],[9.874707,46.964571],[9.88078,46.956715],[9.877659,46.949124],[9.88351,46.940876],[9.88064,46.934689],[9.895591,46.931262],[9.934653,46.91419],[9.947384,46.91239]]]}"
CH-5112,südliches Prättigau,ch_5112,"{""lon"": 9.70556, ""lat"": 46.895106}","{""type"":""Polygon"",""coordinates"":[[[9.858094,46.891227],[9.88414,46.874211],[9.893731,46.869517],[9.914574,46.864579],[9.924065,46.863028],[9.937695,46.862403],[9.945518,46.812361],[9.933346,46.809102],[9.923233,46.810679],[9.883037,46.823369],[9.835852,46.834203],[9.808784,46.839518],[9.810866,46.84675],[9.808908,46.850051],[9.797241,46.856731],[9.785395,46.86351],[9.780789,46.865149],[9.76811,46.867167],[9.611015,46.871293],[9.591525,46.866415],[9.581536,46.860367],[9.57978,46.857393],[9.564759,46.85249],[9.554693,46.850279],[9.534942,46.850835],[9.526013,46.853065],[9.512096,46.858106],[9.506944,46.863368],[9.525714,46.872262],[9.528663,46.87471],[9.555236,46.918233],[9.556875,46.92851],[9.556014,46.932405],[9.545397,46.940668],[9.544249,46.943163],[9.543422,46.953248],[9.549087,46.970029],[9.553557,46.972416],[9.614606,46.978542],[9.621933,46.979316],[9.634861,46.979302],[9.652027,46.979102],[9.659507,46.9782],[9.682768,46.97284],[9.692711,46.968392],[9.700263,46.957582],[9.705612,46.946198],[9.727954,46.928165],[9.752992,46.920056],[9.768766,46.915965],[9.784817,46.915761],[9.791413,46.914486],[9.808848,46.911116],[9.833725,46.901782],[9.858094,46.891227]]]}"
CH-5113,westliche Silvretta,ch_5113,"{""lon"": 10.010719, ""lat"": 46.863627}","{""type"":""Polygon"",""coordinates"":[[[10.023293,46.898089],[10.04353,46.881216],[10.053664,46.878281],[10.052221,46.864525],[10.059862,46.861379],[10.075124,46.861873],[10.089122,46.860198],[10.096758,46.848549],[10.025438,46.795086],[9.965769,46.762438],[9.945518,46.812361],[9.937695,46.862403],[9.938353,46.879272],[9.941521,46.883191],[9.947208,46.885004],[9.967909,46.879229],[10.003278,46.89757],[10.014098,46.900169],[10.023293,46.898089]]]}"
CH-5121,Plessur,ch_5121,"{""lon"": 9.494091, ""lat"": 46.900196}","{""type"":""Polygon"",""coordinates"":[[[9.553557,46.972416],[9.549087,46.970029],[9.543422,46.953248],[9.544249,46.943163],[9.545397,46.940668],[9.556014,46.932405],[9.556875,46.92851],[9.555236,46.918233],[9.528663,46.87471],[9.525714,46.872262],[9.506944,46.863368],[9.488626,46.847902],[9.483065,46.845569],[9.460849,46.840867],[9.448971,46.840249],[9.415651,46.830581],[9.407839,46.822643],[9.385218,46.855665],[9.411961,46.857079],[9.425024,46.858462],[9.441859,46.867975],[9.452113,46.875791],[9.463675,46.887339],[9.502996,46.952301],[9.510851,46.985056],[9.523057,46.996398],[9.553557,46.972416]]]}"
CH-5122,Schanfigg,ch_5122,"{""lon"": 9.621797, ""lat"": 46.812801}","{""type"":""Polygon"",""coordinates"":[[[9.611015,46.871293],[9.76811,46.867167],[9.780789,46.865149],[9.785395,46.86351],[9.797241,46.856731],[9.808908,46.850051],[9.810866,46.84675],[9.808784,46.839518],[9.80673,46.824493],[9.803994,46.818072],[9.769851,46.792054],[9.741876,46.780811],[9.732568,46.768417],[9.718476,46.75181],[9.713377,46.745799],[9.699847,46.73993],[9.656722,46.724242],[9.644092,46.72072],[9.639001,46.72054],[9.61258,46.72758],[9.614531,46.734796],[9.613763,46.738176],[9.598192,46.747777],[9.552192,46.754654],[9.506773,46.774646],[9.44199,46.804688],[9.431295,46.809641],[9.407839,46.822643],[9.415651,46.830581],[9.448971,46.840249],[9.460849,46.840867],[9.483065,46.845569],[9.488626,46.847902],[9.506944,46.863368],[9.512096,46.858106],[9.526013,46.853065],[9.534942,46.850835],[9.554693,46.850279],[9.564759,46.85249],[9.57978,46.857393],[9.581536,46.860367],[9.591525,46.866415],[9.611015,46.871293]]]}"
CH-5123,Davos,ch_5123,"{""lon"": 9.887499, ""lat"": 46.761938}","{""type"":""Polygon"",""coordinates"":[[[9.835852,46.834203],[9.883037,46.823369],[9.923233,46.810679],[9.933346,46.809102],[9.945518,46.812361],[9.965769,46.762438],[9.94974,46.746734],[9.942734,46.737511],[9.94435,46.724724],[9.948659,46.721712],[9.953193,46.721419],[9.957082,46.718427],[9.958969,46.715242],[9.956879,46.695572],[9.954447,46.693062],[9.878705,46.684477],[9.849732,46.688106],[9.825341,46.708249],[9.813805,46.751904],[9.741876,46.780811],[9.769851,46.792054],[9.803994,46.818072],[9.80673,46.824493],[9.808784,46.839518],[9.835852,46.834203]]]}"
CH-5124,Vorderrhein,ch_5124,"{""lon"": 9.171029, ""lat"": 46.824207}","{""type"":""Polygon"",""coordinates"":[[[8.911681,46.753118],[8.909428,46.763164],[8.911287,46.768173],[8.929143,46.797194],[8.945281,46.802844],[8.958375,46.80585],[8.991836,46.810087],[9.04452,46.859898],[9.069127,46.875997],[9.079622,46.875621],[9.100561,46.872971],[9.109209,46.869984],[9.122498,46.859941],[9.127409,46.858746],[9.167268,46.869769],[9.179947,46.873272],[9.203807,46.882945],[9.208818,46.889702],[9.225975,46.905116],[9.247736,46.916048],[9.294405,46.907812],[9.334565,46.903483],[9.373752,46.897561],[9.378245,46.896007],[9.385218,46.855665],[9.407839,46.822643],[9.372702,46.790848],[9.36933,46.794491],[9.364768,46.797492],[9.348691,46.804328],[9.320439,46.807982],[9.311303,46.808401],[9.300435,46.805255],[9.299868,46.801323],[9.30063,46.797709],[9.297798,46.795207],[9.257816,46.783929],[9.222893,46.777937],[9.213116,46.77745],[9.129281,46.773982],[8.995778,46.740016],[8.955981,46.728114],[8.935207,46.733896],[8.911681,46.753118]]]}"
CH-5211,Flims,ch_5211,"{""lon"": 8.809447, ""lat"": 46.713126}","{""type"":""Polygon"",""coordinates"":[[[8.929143,46.797194],[8.911287,46.768173],[8.909428,46.763164],[8.911681,46.753118],[8.935207,46.733896],[8.955981,46.728114],[8.904622,46.69004],[8.881839,46.688827],[8.849133,46.685122],[8.790727,46.678481],[8.759758,46.673569],[8.75395,46.672303],[8.721151,46.657738],[8.675431,46.63971],[8.670694,46.639649],[8.65691,46.643345],[8.670758,46.659722],[8.68106,46.67843],[8.693724,46.701408],[8.71084,46.69994],[8.803219,46.733264],[8.812633,46.737484],[8.839968,46.794925],[8.877877,46.813331],[8.929143,46.797194]]]}"
CH-5212,südliches Tujetsch,ch_5212,"{""lon"": 8.778785, ""lat"": 46.606644}","{""type"":""Polygon"",""coordinates"":[[[8.920931,46.621249],[8.915704,46.595448],[8.91394,46.591343],[8.911597,46.588762],[8.904496,46.584007],[8.841954,46.563429],[8.836579,46.563305],[8.831656,46.564586],[8.830792,46.56801],[8.828538,46.57081],[8.816843,46.570433],[8.812544,46.56967],[8.787142,46.559915],[8.782144,46.55737],[8.777755,46.5494],[8.759356,46.552092],[8.700953,46.558296],[8.696197,46.559416],[8.692377,46.561823],[8.680298,46.57912],[8.679762,46.59488],[8.676489,46.616456],[8.668388,46.619647],[8.659978,46.624827],[8.651342,46.634065],[8.652128,46.637421],[8.65691,46.643345],[8.670694,46.639649],[8.675431,46.63971],[8.721151,46.657738],[8.75395,46.672303],[8.759758,46.673569],[8.790727,46.678481],[8.849133,46.685122],[8.881839,46.688827],[8.904622,46.69004],[8.920931,46.621249]]]}"
CH-5214,Obersaxen - Safiental,ch_5214,"{""lon"": 9.248087, ""lat"": 46.712302}","{""type"":""Polygon"",""coordinates"":[[[9.225703,46.612411],[9.15112,46.6197],[9.071848,46.630021],[9.02596,46.638373],[9.018852,46.675927],[8.995962,46.700553],[8.989624,46.705884],[8.955981,46.728114],[8.995778,46.740016],[9.129281,46.773982],[9.213116,46.77745],[9.222893,46.777937],[9.257816,46.783929],[9.297798,46.795207],[9.30063,46.797709],[9.299868,46.801323],[9.300435,46.805255],[9.311303,46.808401],[9.320439,46.807982],[9.348691,46.804328],[9.364768,46.797492],[9.36933,46.794491],[9.372702,46.790848],[9.381902,46.763836],[9.382199,46.756545],[9.380988,46.748784],[9.378213,46.742421],[9.359669,46.711201],[9.350869,46.702196],[9.349114,46.675056],[9.314672,46.631958],[9.308889,46.630421],[9.305887,46.627501],[9.30444,46.61799],[9.304799,46.60872],[9.311404,46.597518],[9.23275,46.574668],[9.243999,46.6112],[9.225703,46.612411]]]}"
CH-5215,Val Sumvitg,ch_5215,"{""lon"": 8.981529, ""lat"": 46.674262}","{""type"":""Polygon"",""coordinates"":[[[8.989624,46.705884],[8.995962,46.700553],[9.018852,46.675927],[9.02596,46.638373],[9.032206,46.60233],[8.920931,46.621249],[8.904622,46.69004],[8.955981,46.728114],[8.989624,46.705884]]]}"
CH-5216,Zervreila,ch_5216,"{""lon"": 9.086027, ""lat"": 46.569648}","{""type"":""Polygon"",""coordinates"":[[[9.071848,46.630021],[9.15112,46.6197],[9.225703,46.612411],[9.243999,46.6112],[9.23275,46.574668],[9.207345,46.559961],[9.20276,46.558002],[9.120197,46.522658],[9.065889,46.510754],[9.038755,46.495465],[9.025422,46.506184],[9.022761,46.509367],[9.020525,46.525804],[9.020421,46.548378],[9.023449,46.558806],[9.026467,46.56538],[9.030401,46.570807],[9.036036,46.575494],[9.04182,46.586728],[9.040933,46.589383],[9.032206,46.60233],[9.02596,46.638373],[9.071848,46.630021]]]}"
